otime,o,h,l,c,vol,ctime,quoteAssetVolume,nTrades,buyBaseAssetV,buyQuoteAssetV,unused
2021-11-03,4589.68,4665.87000000,4455.00000000,4603.35,448658.35125,2021-11-03 23:59:59.999,2051737308.01262490,1580640.0,221693.79026000,1014198753.12205450,0
2021-11-02,4319.43,4599.60000000,4284.43000000,4589.89,468184.79301,2021-11-02 23:59:59.999,2083371519.80682720,1657233.0,245450.71120000,1092310373.43047380,0
2021-11-01,4287.48,4386.58000000,4146.30000000,4319.43,417620.7073,2021-11-01 23:59:59.999,1794319887.30236000,1134036.0,208433.93650000,895858147.04065500,0
2021-10-31,4322.68,4399.14000000,4164.35000000,4287.21,412856.2893,2021-10-31 23:59:59.999,1764886607.68762400,1303438.0,207029.19300000,885572414.31975300,0
2021-10-30,4418.89,4434.06000000,4232.20000000,4322.68,340223.069,2021-10-30 23:59:59.999,1469664811.93683500,1035476.0,164985.54250000,712725589.41698300,0
2021-10-29,4286.01,4460.47000000,4265.97000000,4418.89,559231.07691,2021-10-29 23:59:59.999,2440933126.04865530,1799386.0,299827.57771000,1309028738.75469020,0
2021-10-28,3921.99,4295.00000000,3890.17000000,4286.02,626378.5055,2021-10-28 23:59:59.999,2587268364.26143900,1711575.0,331721.67970000,1370287598.12503800,0
2021-10-27,4131.52,4307.00000000,3909.00000000,3922.0,704604.25,2021-10-27 23:59:59.999,2874313313.39805800,1872190.0,342946.25220000,1399582259.36861900,0
2021-10-26,4220.36,4297.00000000,4090.21000000,4131.52,414498.1599,2021-10-26 23:59:59.999,1739912498.46991500,1285913.0,205853.06890000,864564656.68614400,0
2021-10-25,4082.33,4236.00000000,4067.71000000,4220.37,347438.6534,2021-10-25 23:59:59.999,1445430078.54488000,939963.0,173328.53060000,721155504.75678500,0
2021-10-24,4167.13,4186.57000000,3961.50000000,4082.33,350115.8386,2021-10-24 23:59:59.999,1421627004.33480300,917969.0,173779.21200000,705808722.83033300,0
2021-10-23,3972.19,4172.00000000,3937.51000000,4167.12,326576.9601,2021-10-23 23:59:59.999,1323345505.75751700,940891.0,168280.07490000,682461302.98208100,0
2021-10-22,4053.0,4167.41000000,3888.00000000,3972.2,463222.5428,2021-10-22 23:59:59.999,1872218697.85109700,1133846.0,222124.19170000,898314133.55409300,0
2021-10-21,4161.37,4375.00000000,4013.13000000,4052.99,798566.55805,2021-10-21 23:59:59.999,3335123440.99821210,2380751.0,404846.97680000,1692164862.55764450,0
2021-10-20,3876.98,4169.00000000,3828.05000000,4161.15,537383.09732,2021-10-20 23:59:59.999,2149449047.36731050,1766454.0,279381.99444000,1118325109.62068740,0
2021-10-19,3744.96,3886.89000000,3732.00000000,3877.03,341268.3723,2021-10-19 23:59:59.999,1300066269.93314200,925015.0,174324.56080000,664357630.01236900,0
2021-10-18,3847.0,3893.14000000,3676.00000000,3744.96,401819.9734,2021-10-18 23:59:59.999,1520728621.31032800,994548.0,195898.47270000,741595496.94121500,0
2021-10-17,3829.96,3919.19000000,3640.00000000,3846.85,368898.9831,2021-10-17 23:59:59.999,1406207658.84076800,1025324.0,178427.94210000,680830276.47711300,0
2021-10-16,3868.38,3971.00000000,3803.56000000,3829.96,373727.8549,2021-10-16 23:59:59.999,1452752901.39764800,1037769.0,187096.11220000,727596178.47947300,0
2021-10-15,3790.82,3907.77000000,3734.10000000,3868.99,504321.732,2021-10-15 23:59:59.999,1924965953.85849900,1399937.0,254168.49350000,970514136.64807700,0
2021-10-14,3607.41,3824.00000000,3586.04000000,3790.82,481894.1473,2021-10-14 23:59:59.999,1792792932.94418900,1430307.0,251733.91050000,936783652.88733800,0
2021-10-13,3491.43,3613.00000000,3412.70000000,3607.42,393463.1222,2021-10-13 23:59:59.999,1376610269.51640800,902525.0,201681.71820000,706082588.65943100,0
2021-10-12,3542.12,3547.11000000,3403.21000000,3491.46,409377.1918,2021-10-12 23:59:59.999,1425455761.40661800,925699.0,201641.41480000,702321739.23206100,0
2021-10-11,3414.22,3623.80000000,3371.00000000,3542.12,493521.882,2021-10-11 23:59:59.999,1743391083.65880800,1110340.0,241854.81720000,853789828.78754500,0
2021-10-10,3574.83,3604.00000000,3405.00000000,3414.22,580223.6302,2021-10-10 23:59:59.999,2049128230.34425900,1765439.0,283364.09360000,1001342447.91533100,0
2021-10-09,3563.13,3635.00000000,3538.07000000,3574.82,361906.7514,2021-10-09 23:59:59.999,1299757023.49916300,1175683.0,181998.68950000,653707840.81271200,0
2021-10-08,3587.47,3695.00000000,3532.00000000,3563.13,403597.1437,2021-10-08 23:59:59.999,1455713871.28828300,1084792.0,199496.51730000,719958341.95691600,0
2021-10-07,3574.88,3653.98000000,3470.80000000,3587.47,486102.3591,2021-10-07 23:59:59.999,1736906584.27609000,1252503.0,243095.03090000,868883834.30190500,0
2021-10-06,3515.48,3632.11000000,3342.00000000,3574.89,618265.5402,2021-10-06 23:59:59.999,2172519696.56298500,1444856.0,309931.14560000,1089939304.81141600,0
2021-10-05,3386.31,3545.00000000,3363.78000000,3515.27,393900.8818,2021-10-05 23:59:59.999,1355905889.61094700,1025512.0,198949.77870000,684720843.63256900,0
2021-10-04,3417.73,3437.19000000,3270.00000000,3386.31,485204.642,2021-10-04 23:59:59.999,1631562261.55497600,1090407.0,234726.45740000,789540744.90345900,0
2021-10-03,3387.77,3488.00000000,3342.51000000,3417.73,360586.8905,2021-10-03 23:59:59.999,1231536168.31536300,816339.0,183173.92820000,625701691.95187700,0
2021-10-02,3309.91,3469.00000000,3257.00000000,3387.76,422551.1811,2021-10-02 23:59:59.999,1417055615.81663700,1046194.0,215469.09750000,722876150.36715000,0
2021-10-01,3000.62,3330.00000000,2969.07000000,3309.91,648714.6151,2021-10-01 23:59:59.999,2063112280.66779100,1446386.0,336578.17690000,1070284895.05662900,0
2021-09-30,2850.45,3048.42000000,2837.19000000,3000.61,506896.7612,2021-09-30 23:59:59.999,1514341937.30711600,992243.0,255146.89260000,762091704.42696800,0
2021-09-29,2805.15,2950.00000000,2782.00000000,2850.45,411305.0893,2021-09-29 23:59:59.999,1180681056.16231400,748804.0,207837.60360000,596539497.02346000,0
2021-09-28,2924.76,2970.82000000,2789.00000000,2804.91,511325.4643,2021-09-28 23:59:59.999,1477983245.66970200,928494.0,250476.15270000,724263328.00296900,0
2021-09-27,3059.36,3164.94000000,2922.71000000,2925.59,510130.7319,2021-09-27 23:59:59.999,1564096695.37296700,1043885.0,249913.29030000,766484764.13604200,0
2021-09-26,2921.84,3115.51000000,2738.17000000,3059.37,703594.478,2021-09-26 23:59:59.999,2062409598.89487600,1347301.0,346152.90530000,1015957876.59530500,0
2021-09-25,2928.22,2967.52000000,2801.57000000,2921.73,491974.0226,2021-09-25 23:59:59.999,1428143403.47811100,934301.0,245314.60920000,712408056.64592600,0
2021-09-24,3152.41,3158.52000000,2733.00000000,2928.53,932090.8856,2021-09-24 23:59:59.999,2715718192.37097600,1607374.0,447178.16070000,1302897206.37027000,0
2021-09-23,3076.92,3174.50000000,3033.85000000,3152.5,459293.8858,2021-09-23 23:59:59.999,1428616217.71812100,885568.0,230448.39950000,716904113.01181200,0
2021-09-22,2766.72,3088.88000000,2737.54000000,3076.92,677457.64825,2021-09-22 23:59:59.999,1993084668.61438400,1200519.0,356419.52515000,1049114512.68168000,0
2021-09-21,2977.32,3105.83000000,2652.00000000,2765.9,971519.88941,2021-09-21 23:59:59.999,2827179157.43496560,1754962.0,468088.16275000,1365275107.85533980,0
2021-09-20,3328.57,3347.82000000,2913.39000000,2977.28,917939.57849,2021-09-20 23:59:59.999,2834781758.89261510,1708278.0,438137.50219000,1353089301.93475500,0
2021-09-19,3435.64,3456.53000000,3277.74000000,3328.62,312948.0013,2021-09-19 23:59:59.999,1052980779.84908000,687285.0,151230.70960000,509076793.30780900,0
2021-09-18,3399.89,3541.96000000,3368.88000000,3435.64,315162.7627,2021-09-18 23:59:59.999,1090387917.42968900,692204.0,154824.56140000,535810347.47977900,0
2021-09-17,3567.97,3594.17000000,3350.07000000,3399.81,398888.3705,2021-09-17 23:59:59.999,1383268101.51788600,867583.0,195646.99930000,678415330.95295100,0
2021-09-16,3613.55,3676.28000000,3481.14000000,3567.98,467985.4919,2021-09-16 23:59:59.999,1680487713.22446500,1081868.0,231345.77300000,831073629.50489300,0
2021-09-15,3434.37,3616.16000000,3357.78000000,3613.55,428507.5278,2021-09-15 23:59:59.999,1486156273.79187500,977023.0,216020.26160000,749354190.41422900,0
2021-09-14,3285.09,3437.05000000,3269.95000000,3434.37,373634.9026,2021-09-14 23:59:59.999,1249733657.13210300,894664.0,187175.39870000,626226181.39353200,0
2021-09-13,3404.3,3430.30000000,3108.49000000,3285.35,647855.7199,2021-09-13 23:59:59.999,2103663103.06774800,1363198.0,311994.07200000,1013528553.21259900,0
2021-09-12,3267.1,3474.16000000,3231.10000000,3404.21,408858.9595,2021-09-12 23:59:59.999,1379322044.69763100,1089138.0,203397.62820000,686413591.48490200,0
2021-09-11,3208.85,3348.37000000,3200.00000000,3267.21,413524.1761,2021-09-11 23:59:59.999,1355587141.45379300,833958.0,207506.73780000,680210107.37741400,0
2021-09-10,3424.94,3514.11000000,3150.00000000,3208.86,633026.2659,2021-09-10 23:59:59.999,2107283581.30531000,1128069.0,312620.07730000,1041506592.91631600,0
2021-09-09,3499.01,3567.06000000,3390.40000000,3424.93,628553.8831,2021-09-09 23:59:59.999,2194182935.33863800,1147283.0,313804.09190000,1095691059.37289600,0
2021-09-08,3434.84,3560.00000000,3215.16000000,3499.0,780611.7657,2021-09-08 23:59:59.999,2665272033.98010800,1783652.0,385803.02140000,1318127754.08935500,0
2021-09-07,3926.67,3947.15000000,3005.00000000,3434.57,1203536.00209,2021-09-07 23:59:59.999,4298119218.28275360,2359100.0,567117.08258000,2025608219.49501760,0
2021-09-06,3950.28,3970.00000000,3864.30000000,3926.77,397768.5783,2021-09-06 23:59:59.999,1562560096.37577000,865160.0,199177.05470000,782756030.92282000,0
2021-09-05,3885.61,3980.00000000,3830.00000000,3950.29,365759.8597,2021-09-05 23:59:59.999,1432553302.47684100,1083584.0,187163.42260000,733284736.18579200,0
2021-09-04,3938.11,3970.00000000,3832.50000000,3885.52,364478.1193,2021-09-04 23:59:59.999,1422981232.23371200,996623.0,176186.70340000,688072330.17936000,0
2021-09-03,3785.82,4027.88000000,3705.05000000,3938.11,655903.75739,2021-09-03 23:59:59.999,2557662974.33001620,1678132.0,334965.95109000,1306320160.64938360,0
2021-09-02,3826.82,3836.80000000,3717.04000000,3785.82,525165.7996,2021-09-02 23:59:59.999,1981758437.08575600,1402190.0,255406.36110000,963939552.29690300,0
2021-09-01,3429.19,3842.00000000,3382.22000000,3826.82,845759.95868,2021-09-01 23:59:59.999,3038498667.85423990,2022132.0,445083.48573000,1600713524.73887060,0
2021-08-31,3229.14,3476.00000000,3188.77000000,3429.2,863071.13092,2021-08-31 23:59:59.999,2895209449.70776520,1772849.0,431197.75023000,1446458670.56606680,0
2021-08-30,3223.47,3347.95000000,3143.00000000,3229.64,625347.27541,2021-08-30 23:59:59.999,2027490192.49738710,1228525.0,317195.90286000,1029315993.39414610,0
2021-08-29,3244.75,3285.00000000,3152.34000000,3223.47,335806.7827,2021-08-29 23:59:59.999,1078681950.90208700,661232.0,168361.75310000,541070972.50378000,0
2021-08-28,3273.89,3287.00000000,3210.31000000,3244.48,262360.34921,2021-08-28 23:59:59.999,850631439.05327950,539377.0,128912.53425000,418041843.92127730,0
2021-08-27,3093.06,3280.00000000,3060.18000000,3273.45,451027.80711,2021-08-27 23:59:59.999,1434311977.24525590,802187.0,231317.47040000,735958225.36970060,0
2021-08-26,3226.88,3250.00000000,3053.30000000,3093.2,442298.47372,2021-08-26 23:59:59.999,1382397989.45047040,959232.0,210645.91040000,658517127.74450490,0
2021-08-25,3170.63,3248.00000000,3080.00000000,3226.87,483697.69444,2021-08-25 23:59:59.999,1534476278.25319960,1031704.0,237587.76403000,754272690.45619020,0
2021-08-24,3321.28,3357.85000000,3147.31000000,3170.62,540480.07853,2021-08-24 23:59:59.999,1758604481.59984730,984324.0,255974.71494000,833541906.12324220,0
2021-08-23,3238.0,3377.89000000,3230.02000000,3321.28,602103.44614,2021-08-23 23:59:59.999,2000534992.14834860,1520784.0,307844.29088000,1023003561.24712080,0
2021-08-22,3223.36,3272.00000000,3126.42000000,3238.0,406479.07654,2021-08-22 23:59:59.999,1304347038.57135730,803263.0,200170.96021000,642534234.45985230,0
2021-08-21,3284.81,3309.16000000,3207.00000000,3223.43,421156.09084,2021-08-21 23:59:59.999,1375973641.16316310,777622.0,211442.30870000,691281509.79072030,0
2021-08-20,3184.11,3300.00000000,3177.16000000,3284.82,558127.4554,2021-08-20 23:59:59.999,1809283029.21790640,1137843.0,279786.28754000,907257350.55308140,0
2021-08-19,3014.18,3188.00000000,2958.33000000,3184.12,634769.92174,2021-08-19 23:59:59.999,1931520693.61039600,1297759.0,323213.07804000,984487319.53926300,0
2021-08-18,3011.73,3125.81000000,2950.00000000,3014.55,625103.25568,2021-08-18 23:59:59.999,1902429362.96362430,1093813.0,312124.66699000,950560051.11965720,0
2021-08-17,3147.18,3290.00000000,2991.89000000,3011.72,804996.06971,2021-08-17 23:59:59.999,2535149204.53759840,1644472.0,374586.04818000,1180969163.57111260,0
2021-08-16,3307.35,3335.00000000,3135.22000000,3146.53,635667.05422,2021-08-16 23:59:59.999,2062860388.39544930,1940766.0,299737.20397000,973748229.97346400,0
2021-08-15,3263.16,3320.00000000,3111.13000000,3307.09,565579.67765,2021-08-15 23:59:59.999,1813755247.62538600,1224556.0,278202.49839000,892667696.28928210,0
2021-08-14,3322.33,3330.98000000,3200.00000000,3263.16,486102.53787,2021-08-14 23:59:59.999,1587713825.68617880,1014420.0,237085.55544000,774933248.71536270,0
2021-08-13,3046.11,3327.83000000,3033.80000000,3322.32,579333.40323,2021-08-13 23:59:59.999,1867199038.70777630,1311322.0,302432.48843000,975151109.19485760,0
2021-08-12,3160.4,3239.00000000,2979.29000000,3045.96,737628.45808,2021-08-12 23:59:59.999,2283938414.77176200,1587719.0,349848.69183000,1083322209.19017900,0
2021-08-11,3141.14,3274.00000000,3120.27000000,3160.5,732546.60433,2021-08-11 23:59:59.999,2351996141.79722030,1786853.0,363763.55938000,1168247882.89532780,0
2021-08-10,3160.51,3233.00000000,3051.22000000,3141.66,880675.74443,2021-08-10 23:59:59.999,2763516346.66778850,1824522.0,446954.52251000,1403643255.70046900,0
2021-08-09,3011.84,3186.00000000,2893.23000000,3160.52,1129584.61614,2021-08-09 23:59:59.999,3453771928.06033580,2114151.0,561464.36607000,1719164995.69060490,0
2021-08-08,3160.48,3189.99000000,2949.03000000,3011.85,966349.70579,2021-08-08 23:59:59.999,2979960615.13002620,1771162.0,483981.14361000,1494356685.81814990,0
2021-08-07,2891.54,3171.00000000,2865.50000000,3160.31,1205277.10095,2021-08-07 23:59:59.999,3673732670.31735410,2318608.0,626027.34275000,1908033758.04634790,0
2021-08-06,2827.01,2946.75000000,2720.06000000,2891.58,825399.48637,2021-08-06 23:59:59.999,2334160884.12592920,1873337.0,414224.32756000,1171841746.72537970,0
2021-08-05,2724.55,2843.98000000,2529.91000000,2826.99,1307720.20654,2021-08-05 23:59:59.999,3553456266.77196980,2690052.0,667954.44340000,1816958298.94569250,0
2021-08-04,2508.51,2772.71000000,2457.68000000,2724.78,954590.7536,2021-08-04 23:59:59.999,2498364633.89465500,1839302.0,487804.51345000,1277999531.48759380,0
2021-08-03,2606.92,2632.44000000,2442.32000000,2509.04,792960.84375,2021-08-03 23:59:59.999,1986976146.00415050,1701919.0,379722.87711000,951417932.12994000,0
2021-08-02,2555.5,2666.00000000,2507.00000000,2606.93,726701.84952,2021-08-02 23:59:59.999,1887684672.47104930,1596914.0,349146.53842000,907116380.71133030,0
2021-08-01,2531.1,2697.61000000,2511.24000000,2555.69,853495.94078,2021-08-01 23:59:59.999,2217485596.77845390,1810440.0,424598.26467000,1103204692.34837050,0
2021-07-31,2461.77,2553.86000000,2420.68000000,2531.05,507601.05026,2021-07-31 23:59:59.999,1253810139.13837080,1007386.0,260698.67822000,644275659.91790090,0
2021-07-30,2382.93,2471.70000000,2315.92000000,2461.81,762577.28797,2021-07-30 23:59:59.999,1824191451.55863100,1428312.0,392130.06114000,938693364.85985250,0
2021-07-29,2300.9,2400.00000000,2266.12000000,2382.92,499364.83496,2021-07-29 23:59:59.999,1157988358.94629320,1036449.0,256551.90722000,595101393.80372220,0
2021-07-28,2299.47,2345.00000000,2243.15000000,2300.9,718202.57727,2021-07-28 23:59:59.999,1649860557.29344960,1287050.0,354056.40824000,813646516.75851010,0
2021-07-27,2227.81,2319.26000000,2150.50000000,2299.49,906359.23478,2021-07-27 23:59:59.999,2025582065.41379440,1502763.0,453060.98840000,1012813193.01872810,0
2021-07-26,2189.82,2433.65000000,2171.57000000,2228.08,1393738.163,2021-07-26 23:59:59.999,3222622416.25672450,2252910.0,700749.72547000,1620304810.08242410,0
2021-07-25,2184.9,2197.41000000,2105.93000000,2189.79,535630.27,2021-07-25 23:59:59.999,1154562327.65394490,941623.0,264032.01071000,569308146.37992020,0
2021-07-24,2124.26,2199.50000000,2105.58000000,2184.75,633075.18592,2021-07-24 23:59:59.999,1360667031.98300710,1056670.0,325598.83875000,699891567.75717780,0
2021-07-23,2024.27,2130.90000000,1993.22000000,2124.25,708160.91322,2021-07-23 23:59:59.999,1455496732.05165370,1035643.0,369453.14045000,759725736.55294710,0
2021-07-22,1995.5,2046.00000000,1947.62000000,2024.56,768854.3659,2021-07-22 23:59:59.999,1536669128.52045190,1074800.0,380631.63083000,760682754.97891000,0
2021-07-21,1786.03,2035.23000000,1747.55000000,1995.5,1115949.82033,2021-07-21 23:59:59.999,2138345813.78544520,1304423.0,572242.67732000,1096535844.29122840,0
2021-07-20,1818.73,1841.34000000,1706.00000000,1786.03,786257.272,2021-07-20 23:59:59.999,1386498470.34016670,943640.0,361612.01276000,638066651.10509070,0
2021-07-19,1891.65,1919.00000000,1805.00000000,1818.73,547419.93771,2021-07-19 23:59:59.999,1011627398.92388260,641063.0,251885.98865000,465870373.91848700,0
2021-07-18,1899.5,1993.79000000,1877.10000000,1891.64,534837.63654,2021-07-18 23:59:59.999,1038104997.52201780,768528.0,265665.55659000,515762272.12334460,0
2021-07-17,1876.47,1919.19000000,1844.45000000,1899.59,430300.51578,2021-07-17 23:59:59.999,810628641.25790230,576008.0,216291.07537000,407705129.43381680,0
2021-07-16,1919.54,1965.00000000,1850.00000000,1876.26,577068.89724,2021-07-16 23:59:59.999,1097832472.32213350,721120.0,281955.46534000,536656638.66655450,0
2021-07-15,1994.41,2042.88000000,1881.00000000,1919.51,645271.32563,2021-07-15 23:59:59.999,1251834409.94177210,865033.0,327273.48478000,635240853.68817500,0
2021-07-14,1940.44,2019.18000000,1865.00000000,1994.58,690505.60937,2021-07-14 23:59:59.999,1342931974.34964650,936438.0,340257.85670000,661765917.43079320,0
2021-07-13,2031.57,2047.35000000,1918.00000000,1940.15,647388.24969,2021-07-13 23:59:59.999,1287490852.46149500,902810.0,316356.56219000,629467223.59503010,0
2021-07-12,2140.54,2167.83000000,2006.68000000,2031.58,540630.10742,2021-07-12 23:59:59.999,1126108847.37136920,725803.0,259649.61299000,541195461.20277140,0
2021-07-11,2110.68,2174.00000000,2081.02000000,2140.45,342294.40302,2021-07-11 23:59:59.999,727911535.26899800,479138.0,175830.75143000,374053441.95443570,0
2021-07-10,2146.99,2194.82000000,2074.16000000,2110.69,499071.85904,2021-07-10 23:59:59.999,1058023794.51142400,646476.0,244207.37542000,517802339.24897590,0
2021-07-09,2116.32,2189.40000000,2046.51000000,2146.99,738611.36304,2021-07-09 23:59:59.999,1568646237.31099510,867603.0,376374.92640000,799855032.10683950,0
2021-07-08,2316.25,2325.60000000,2084.79000000,2116.33,880265.04124,2021-07-08 23:59:59.999,1926184139.30984800,1234614.0,430334.02257000,941278322.13075520,0
2021-07-07,2322.51,2409.00000000,2291.90000000,2316.57,666501.35572,2021-07-07 23:59:59.999,1570553094.63757130,1113578.0,341514.34243000,804702677.27470940,0
2021-07-06,2196.85,2350.00000000,2193.00000000,2322.5,785330.17152,2021-07-06 23:59:59.999,1803108194.46840940,1326163.0,394638.45053000,905951763.47152810,0
2021-07-05,2322.69,2324.64000000,2157.32000000,2196.53,781806.31605,2021-07-05 23:59:59.999,1753862827.37910470,1264204.0,376068.64852000,843863080.02800320,0
2021-07-04,2226.99,2389.93000000,2189.58000000,2322.69,590656.25069,2021-07-04 23:59:59.999,1365904900.34990690,1204553.0,301461.36172000,697045137.93735710,0
2021-07-03,2153.95,2240.00000000,2112.01000000,2226.99,569264.801,2021-07-03 23:59:59.999,1248888441.25315360,922576.0,295114.62138000,647377288.84975310,0
2021-07-02,2106.41,2160.00000000,2018.50000000,2154.13,672282.37476,2021-07-02 23:59:59.999,1397269246.26645640,862561.0,337006.28168000,700715966.08241900,0
2021-07-01,2275.68,2275.93000000,2073.12000000,2106.41,787865.25137,2021-07-01 23:59:59.999,1688043308.12725720,1414518.0,384175.37542000,822709363.86298340,0
2021-06-30,2165.46,2287.78000000,2087.99000000,2275.68,910583.6032,2021-06-30 23:59:59.999,1973676680.87312690,1464112.0,455834.94051000,988252389.85378930,0
2021-06-29,2084.42,2245.00000000,2073.57000000,2165.33,831257.23277,2021-06-29 23:59:59.999,1804733069.98298930,1536044.0,421410.27571000,915112793.59543550,0
2021-06-28,1982.27,2145.00000000,1960.52000000,2084.41,1044244.68308,2021-06-28 23:59:59.999,2138998047.87762790,1657087.0,541464.02542000,1109375130.95630950,0
2021-06-27,1829.84,1984.50000000,1804.26000000,1982.28,696055.79307,2021-06-27 23:59:59.999,1299521992.07179920,1091206.0,354611.53419000,662881681.77063400,0
2021-06-26,1808.97,1852.80000000,1717.32000000,1829.64,832315.14904,2021-06-26 23:59:59.999,1478550576.56464500,923226.0,407180.66965000,723391264.73486720,0
2021-06-25,1989.53,2019.99000000,1791.22000000,1808.82,858808.54767,2021-06-25 23:59:59.999,1612556879.10728130,1041338.0,408120.68053000,766594867.42016600,0
2021-06-24,1967.95,2036.61000000,1884.79000000,1989.52,701231.67478,2021-06-24 23:59:59.999,1377799766.49945500,833337.0,344155.41659000,676304789.18465590,0
2021-06-23,1879.29,2045.00000000,1821.95000000,1968.14,918612.30494,2021-06-23 23:59:59.999,1817518228.91007080,1141790.0,462271.19818000,914984412.73121520,0
2021-06-22,1885.27,1998.00000000,1700.48000000,1879.28,1695338.08052,2021-06-22 23:59:59.999,3158928001.13114460,1856357.0,836934.44825000,1561415491.33612570,0
2021-06-21,2243.49,2260.16000000,1865.54000000,1885.49,1629819.66576,2021-06-21 23:59:59.999,3252129521.67750420,2014010.0,790387.70091000,1576559907.57416550,0
2021-06-20,2165.34,2280.01000000,2040.68000000,2243.47,743883.64741,2021-06-20 23:59:59.999,1599009750.52690320,1035537.0,372014.61158000,800346451.86224570,0
2021-06-19,2234.09,2278.82000000,2161.67000000,2164.67,496872.24997,2021-06-19 23:59:59.999,1104923869.41859910,763820.0,247263.46485000,550102564.55565630,0
2021-06-18,2373.28,2378.00000000,2139.00000000,2234.09,778905.20197,2021-06-18 23:59:59.999,1758827532.88334170,1067542.0,371196.26583000,838571112.17782590,0
2021-06-17,2368.02,2460.50000000,2306.00000000,2373.28,560667.58566,2021-06-17 23:59:59.999,1338389545.00148260,961448.0,270180.83506000,645226707.83642750,0
2021-06-16,2543.55,2556.19000000,2351.18000000,2367.89,624741.78358,2021-06-16 23:59:59.999,1533734359.41300690,896073.0,284039.92262000,698017754.35405180,0
2021-06-15,2580.58,2640.00000000,2507.70000000,2543.54,599826.64933,2021-06-15 23:59:59.999,1548303436.06276510,1044834.0,296745.76720000,766423377.38332160,0
2021-06-14,2509.33,2609.17000000,2461.00000000,2580.77,684183.55622,2021-06-14 23:59:59.999,1730260219.13381020,1118498.0,344642.00777000,871859785.37770810,0
2021-06-13,2370.64,2548.41000000,2308.41000000,2509.33,715948.75986,2021-06-13 23:59:59.999,1724097564.33430690,1217504.0,362663.11262000,873887342.40012990,0
2021-06-12,2354.09,2454.53000000,2256.22000000,2370.74,767439.4984,2021-06-12 23:59:59.999,1807036943.99862450,1127302.0,387478.69595000,912817435.78954980,0
2021-06-11,2471.01,2497.99000000,2321.37000000,2354.01,587364.27358,2021-06-11 23:59:59.999,1424975261.80772060,885172.0,283123.21039000,687294443.98245280,0
2021-06-10,2610.2,2624.46000000,2425.11000000,2471.09,741237.49926,2021-06-10 23:59:59.999,1874571746.43544430,978237.0,363431.81896000,918906133.88569960,0
2021-06-09,2507.43,2626.63000000,2405.28000000,2610.18,1276718.24011,2021-06-09 23:59:59.999,3223323188.07037870,1763686.0,628336.14933000,1586470728.75922050,0
2021-06-08,2592.05,2620.99000000,2304.91000000,2507.23,1693747.42759,2021-06-08 23:59:59.999,4201646662.88173420,2128256.0,825822.24736000,2049450576.80712030,0
2021-06-07,2711.92,2847.55000000,2570.00000000,2592.05,1152128.07856,2021-06-07 23:59:59.999,3149245176.91126330,1926275.0,577620.94623000,1579210256.00219440,0
2021-06-06,2627.63,2745.00000000,2614.00000000,2711.92,673792.69369,2021-06-06 23:59:59.999,1814112037.53351020,1336460.0,330313.64976000,889529103.19303190,0
2021-06-05,2689.54,2816.87000000,2552.23000000,2627.73,961824.12413,2021-06-05 23:59:59.999,2575726370.43085890,1670498.0,485392.70366000,1300138730.36917720,0
2021-06-04,2857.25,2860.00000000,2552.00000000,2689.51,1188314.11191,2021-06-04 23:59:59.999,3175186750.49087600,1775946.0,580744.67311000,1551953930.28723620,0
2021-06-03,2706.21,2891.95000000,2662.40000000,2857.25,1024290.89423,2021-06-03 23:59:59.999,2874856613.49024370,1620340.0,500895.12021000,1405843557.46235420,0
2021-06-02,2634.31,2802.99000000,2550.00000000,2706.22,970070.53563,2021-06-02 23:59:59.999,2616566301.62878750,1349232.0,481481.72170000,1299176997.00391970,0
2021-06-01,2706.15,2740.00000000,2523.74000000,2634.57,1179577.10806,2021-06-01 23:59:59.999,3081355010.95345160,1790186.0,575201.66943000,1503196035.62328500,0
2021-05-31,2385.82,2720.00000000,2271.44000000,2706.15,1307958.04068,2021-05-31 23:59:59.999,3277131772.13407020,1849177.0,661801.72603000,1660383324.59553620,0
2021-05-30,2278.74,2476.42000000,2180.53000000,2385.98,1151113.19883,2021-05-30 23:59:59.999,2726606138.63171710,1519005.0,577190.77662000,1368058965.08403240,0
2021-05-29,2412.34,2574.27000000,2204.10000000,2278.74,1379427.18851,2021-05-29 23:59:59.999,3288804154.83187110,1887733.0,681047.48538000,1625990815.62972840,0
2021-05-28,2742.23,2762.45000000,2327.38000000,2412.1,1554584.61362,2021-05-28 23:59:59.999,3934662309.04442250,2184249.0,763125.86389000,1931909198.76905150,0
2021-05-27,2884.82,2889.74000000,2633.68000000,2742.23,1099029.91206,2021-05-27 23:59:59.999,3033719144.34021290,1732113.0,540641.23243000,1493018236.97161750,0
2021-05-26,2705.1,2910.00000000,2643.00000000,2884.94,1583799.59251,2021-05-26 23:59:59.999,4416389128.58148030,2726537.0,786524.11588000,2193352742.23433530,0
2021-05-25,2647.92,2750.00000000,2378.54000000,2705.11,2115349.50445,2021-05-25 23:59:59.999,5442737549.40125950,2976859.0,1050034.53412000,2703460213.34386700,0
2021-05-24,2096.63,2675.00000000,2079.94000000,2648.43,2186632.92245,2021-05-24 23:59:59.999,5180244966.72123050,3299296.0,1103328.42714000,2619744995.63767940,0
2021-05-23,2295.45,2381.57000000,1728.74000000,2096.39,2914548.73125,2021-05-23 23:59:59.999,5907260139.54496040,3761018.0,1410830.44221000,2862585215.17754130,0
